Isin,Name,Asset,Region,Volatility,Strategy
LU0962078753,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1D - EUR Hedged,Bonds,World,8.64,Long-only
LU1407887162,Amundi US Treasury Bond 1-3Y UCITS ETF Dist,Bonds,,8.27,Long-only
LU1291101555,BNP Paribas Easy MSCI Europe Small Caps SRI S-Series PAB 5% Capped UCITS ETF,Equity,Europe,17.14,Long-only
IE00BLRPRF81,L&G ESG Emerging Markets Corporate Bond UCITS ETF,Bonds,Emerging Markets,7.9,Long-only
DE000A1EK0J7,Xtrackers Physical Silver EUR Hedged ETC,Precious Metals,,27.19,Long-only
IE00BL58LJ19,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 1C,Bonds,World,11.78,Long-only
LU1681044720,Amundi MSCI Switzerland UCITS ETF EUR (C),Equity,,13.09,Long-only
LU0322250985,Xtrackers CAC 40 UCITS ETF 1D,Equity,,16.99,Long-only
IE00BNDS1R53,Vanguard ESG Global Corporate Bond UCITS ETF CHF Hedged Accumulating,Bonds,World,12.11,Long-only
IE00BJXFZ989,UBS ETF (IE) MSCI ACWI SF UCITS ETF (USD) A-UKdis,Equity,World,14.37,Long-only
LU1598691050,Amundi Italy BTP Government Bond 1-3Y UCITS ETF Dist,Bonds,,2.47,Long-only
IE00B5W4TY14,iShares MSCI Korea UCITS ETF (Acc),Equity,,22.78,Long-only
LU1437024729,Amundi Global Aggregate Bond UCITS ETF DR (C),Bonds,World,8.47,Long-only
IE00B3S1J086,HSBC MSCI Taiwan Capped UCITS ETF USD,Equity,,20.0,Long-only
LU1048315755,UBS ETF (LU) Bloomberg US Liquid Corporates 1-5 Year UCITS ETF (hedged to CHF) A-acc,Bonds,,10.36,Long-only
IE00BJQRDP39,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF EUR PfHdg Acc,Equity,World,17.06,"Long-only, Active"
IE00BFYN8Y92,HANetf EMQQ Emerging Markets Internet UCITS ETF,Equity,Emerging Markets,31.08,Long-only
IE00BLDGH447,iShares Euro Government Bond Climate UCITS ETF EUR (Dist),Bonds,Europe,7.32,Long-only
IE00BYYXBF44,Invesco FTSE EM High Dividend Low Volatility UCITS ETF,Equity,Emerging Markets,13.61,Long-only
LU2611732632,Amundi DJ Switzerland Titans 30 UCITS ETF Dist,Equity,,14.04,Long-only
LU2023678282,Amundi MSCI Disruptive Technology ESG Screened UCITS ETF Acc,Equity,World,22.29,Long-only
IE00BKPSFC54,iShares MSCI World Quality Dividend ESG UCITS ETF USD (Acc),Equity,World,12.18,Long-only
LU0950676469,UBS ETF (LU) Bloomberg US 7-10 Year Treasury Bond UCITS ETF (USD) A-acc,Bonds,,11.75,Long-only
IE00BJQRDL90,Invesco MSCI Europe ESG Universal Screened UCITS ETF Acc,Equity,Europe,14.43,Long-only
IE00B4LHWP62,iShares Physical Platinum ETC,Precious Metals,,24.41,Long-only
IE00BFNNN236,WisdomTree AT1 CoCo Bond UCITS ETF EUR Hedged,Bonds,Europe,10.78,Long-only
LU1287023268,Amundi Euro Government Bond 15+Y UCITS ETF Acc,Bonds,Europe,16.35,Long-only
IE00BYZLWM19,Invesco AT1 Capital Bond UCITS ETF GBP Hedged Dist,Bonds,World,12.47,Long-only
DE000ETFL383,Deka iBoxx EUR Liquid Non-Financials Diversified UCITS ETF,Bonds,World,5.85,Long-only
LU1215452928,UBS ETF (LU) Factor MSCI EMU Prime Value ESG UCITS ETF (EUR) A-dis,Equity,Europe,15.15,Long-only
LU1659681230,BNP Paribas Easy MSCI Emerging SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,Equity,Emerging Markets,12.64,Long-only
IE00BMBKBZ46,iShares S&P 500 Health Care Sector UCITS ETF EUR Hedged (Dist),Equity,,16.41,Long-only
LU1832418773,Amundi FTSE EPRA NAREIT Global Developed UCITS ETF Dist,Real Estate,World,15.21,Long-only
FR0010405431,Amundi MSCI Greece UCITS ETF Dist,Equity,,20.36,Long-only
IE00BD9MMG79,JPMorgan GBP Ultra-Short Income UCITS ETF GBP (Dist),Bonds,World,5.69,"Long-only, Active"
IE00BCLWRD08,iShares MSCI EMU Mid Cap UCITS ETF,Equity,Europe,15.74,Long-only
IE00BG7PP820,Invesco Communications S&P US Select Sector UCITS ETF A,Equity,,22.58,Long-only
LU1953188833,UBS ETF (LU) MSCI China ESG Universal Low Carbon Select UCITS ETF (USD) A-dis,Equity,,26.29,Long-only
IE00BKLF1R75,WisdomTree Battery Solutions UCITS ETF USD Acc,Equity,World,18.61,Long-only
LU1459802754,UBS ETF (LU) Bloomberg TIPS 10+ UCITS ETF (USD) A-dis,Bonds,,20.18,Long-only
IE00B1XNH568,iShares FTSE MIB UCITS ETF EUR (Dist),Equity,,18.81,Long-only
DE000A0F5UG3,iShares Dow Jones Eurozone Sustainability Screened UCITS ETF (DE),Equity,Europe,18.3,Long-only
IE00B802KR88,SPDR S&P 500 Low Volatility UCITS ETF,Equity,,14.79,Long-only
IE00BDVPNV63,WisdomTree Enhanced Commodity ex-Agriculture UCITS ETF EUR Hedged Acc,Commodities,,21.41,Long-only
LU0677077884,Xtrackers USD Emerging Markets Bond UCITS ETF 2D,Bonds,Emerging Markets,8.85,Long-only
LU1280303014,UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (hedged to EUR) A-dis,Equity,,21.36,Long-only
IE00BJ5CNR11,Goldman Sachs ActiveBeta US Large Cap Equity UCITS ETF CLASS USD (Acc.),Equity,,18.05,Long-only
IE00B46G8275,HSBC MSCI Indonesia UCITS ETF USD,Equity,,16.48,Long-only
LU1681041544,Amundi MSCI Europe Small Cap ESG Climate Net Zero Ambition CTB UCITS ETF Acc,Equity,Europe,16.61,Long-only
IE00BGV5VR99,Xtrackers Future Mobility UCITS ETF 1C,Equity,World,18.08,Long-only
IE00B3CNHJ55,L&G Russell 2000 US Small Cap Quality UCITS ETF,Equity,,22.38,Long-only
LU1834988278,Amundi STOXX Europe 600 Energy ESG Screened UCITS ETF Acc,Equity,Europe,22.44,Long-only
IE00BD4DXB77,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 2D EUR Hedged,Bonds,Emerging Markets,11.35,Long-only
IE00BFXYHY63,iShares USD Treasury Bond 3-7 UCITS ETF USD (Dist),Bonds,,9.8,Long-only
IE00BK1PV445,Xtrackers MSCI USA UCITS ETF 1D,Equity,,19.06,Long-only
IE00BFXR5R48,L&G UK Equity UCITS ETF,Equity,,13.57,Long-only
IE00BLRPQN90,L&G ESG GBP Corporate Bond 0-5 Year UCITS ETF,Bonds,World,6.63,Long-only
IE00BG0J4841,iShares Digital Security UCITS ETF USD (Dist),Equity,World,19.79,Long-only
IE00BP9F2H18,PIMCO US Low Duration Corporate Bond UCITS ETF Dist,Bonds,,8.18,Long-only
IE00BDFC6G93,JPMorgan USD Emerging Markets Sovereign Bond UCITS ETF - USD (Dist),Bonds,Emerging Markets,8.84,Long-only
LU1681037781,Amundi Japan Topix UCITS ETF JPY,Equity,,17.94,Long-only
LU1169822779,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to USD) A-acc,Equity,,19.9,Long-only
IE00BP3QZJ36,iShares MSCI France UCITS ETF,Equity,,16.64,Long-only
IE00BK72HM96,UBS ETF (IE) MSCI World Socially Responsible UCITS ETF (hedged to EUR) A-acc,Equity,World,18.25,Long-only
LU2023678449,Amundi MSCI Millennials ESG Screened UCITS ETF Acc,Equity,World,17.78,Long-only
DE000A0Q4R28,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Dist),Equity,Europe,24.31,Long-only
IE00B459R192,SPDR Bloomberg US Aggregate Bond UCITS ETF,Bonds,World,10.28,Long-only
IE00BKY59G90,HSBC Emerging Market Sustainable Equity UCITS ETF USD,Equity,Emerging Markets,14.42,Long-only
IE00BCLWRF22,iShares MSCI EMU Large Cap UCITS ETF,Equity,Europe,16.87,Long-only
IE00B6S2Z822,SPDR S&P UK Dividend Aristocrats UCITS ETF (Dist),Equity,,15.18,Long-only
LU2099289147,Amundi Global Government Bond II UCITS ETF EUR Hedged Dist,Bonds,World,9.83,Long-only
IE00BKWD3966,Invesco Euro Corporate Hybrid Bond UCITS ETF Dist,Bonds,World,4.82,Long-only
LU0927735406,Xtrackers MSCI Japan UCITS ETF 2D USD hedged,Equity,,20.44,Long-only
IE00B87G8S03,iShares Global AAA-AA Government Bond UCITS ETF (Dist),Bonds,World,9.74,Long-only
IE00BSPLC520,SPDR MSCI USA Value Weighted UCITS ETF,Equity,,17.93,Long-only
IE00BMCZLH06,iShares USD Development Bank Bonds UCITS ETF EUR Hedged (Acc),Bonds,World,9.53,Long-only
IE00BF2GFM70,Invesco US Treasury Bond UCITS ETF GBP Hedged Dist,Bonds,,12.29,Long-only
LU1900066462,Amundi MSCI Eastern Europe Ex Russia UCITS ETF Acc,Equity,Eastern Europe,23.76,Long-only
IE00BK8JH525,SPDR Bloomberg Emerging Markets Local Bond UCITS ETF EUR Hedged (Acc),Bonds,Emerging Markets,10.53,Long-only
IE00BLRPRD67,L&G ESG USD Corporate Bond UCITS ETF USD Dist,Bonds,World,9.76,Long-only
LU1900067601,Amundi MSCI Turkey UCITS ETF Acc,Equity,,39.56,Long-only
LU1650491795,Amundi Euro Government Inflation-Linked Bond UCITS ETF Dist,Bonds,Europe,8.18,Long-only
IE00BFYTYS33,iShares Edge MSCI World Value Factor UCITS ETF USD (Dist),Equity,World,13.46,Long-only
IE00BJQRDK83,Invesco MSCI World ESG Universal Screened UCITS ETF Acc,Equity,World,15.55,Long-only
LU1291109533,BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF USD,Commodities,,18.08,Long-only
LU1753045332,BNP Paribas Easy MSCI Europe SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,Equity,Europe,14.47,Long-only
DE0005933949,iShares STOXX Europe 50 UCITS ETF (DE),Equity,Europe,13.6,Long-only
IE00BD0Q9673,Invesco US High Yield Fallen Angels UCITS ETF Dist,Bonds,,8.15,Long-only
DE000A2T0VS9,Xtrackers IE Physical Silver ETC Securities,Precious Metals,,24.94,Long-only
IE00BMW42637,iShares MSCI Europe Energy Sector UCITS ETF EUR (Acc),Equity,Europe,24.13,Long-only
LU1602144732,Amundi MSCI Japan ESG Climate Net Zero Ambition CTB UCITS ETF DR EUR (C),Equity,,18.22,Long-only
IE00B539F030,iShares MSCI UK UCITS ETF (Acc),Equity,,13.69,Long-only
LU1525418726,Amundi Global Corporate SRI 1-5Y UCITS ETF DR (C),Bonds,World,7.24,Long-only
DE000ETFL318,Deka MSCI Japan Climate Change ESG UCITS ETF,Equity,,17.19,Long-only
IE00BJ06C937,JPMorgan USD Emerging Markets Sovereign Bond UCITS ETF,Bonds,Emerging Markets,8.85,Long-only
IE00BMVB5M21,Vanguard LifeStrategy 40% Equity UCITS ETF Accumulating,Equity,World,6.57,"Long-only, Active"
IE00BPRCH686,Invesco JPX-Nikkei 400 UCITS ETF,Equity,,18.16,Long-only
IE00BJ5JP329,iShares MSCI World Consumer Staples Sector ESG UCITS ETF USD (Dist),Equity,World,12.24,Long-only
LU0599613147,Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR),Equity,Europe,16.16,Long-only
LU2611732475,Amundi SDAX UCITS ETF Dist,Equity,,28.21,Long-only
LU0908508814,Xtrackers II Global Inflation-Linked Bond UCITS ETF 5C,Bonds,World,9.25,Long-only
IE00BZ2GV965,UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (USD) A-acc,Commodities,,17.36,Long-only
JE00BN7KB334,WisdomTree Natural Gas,Commodities,,65.39,Long-only
IE00BZ56RD98,WisdomTree US Quality Dividend Growth UCITS ETF USD,Equity,,16.27,Long-only
FR0012740983,BNP Paribas Easy EURO STOXX 50 UCITS ETF,Equity,Europe,17.74,Long-only
IE00BYQCZN58,WisdomTree Japan Equity UCITS ETF JPY Acc,Equity,,20.53,Long-only
LU0533032859,Amundi MSCI World Financials UCITS ETF EUR Acc,Equity,World,14.58,Long-only
IE00B3YC1100,Invesco US Industrials Sector UCITS ETF,Equity,,17.88,Long-only
LU1574142243,Amundi Stoxx Europe 600 UCITS ETF - EUR Hedged Dist,Equity,Europe,14.9,Long-only
LU1459803133,UBS ETF (LU) Bloomberg TIPS 10+ UCITS ETF (hedged to GBP) A-dis,Bonds,,22.17,Long-only
IE00BK6M1392,iShares USD High Yield Corporate Bond UCITS ETF CHF Hedged (Acc),Bonds,World,11.3,Long-only
DE000A3GPSP7,VanEck Ethereum ETN,Cryptocurrencies,,68.1,Long-only
IE00BD34DB16,UBS ETF (IE) S&P 500 UCITS ETF (hedged to CHF) A-acc,Equity,,19.44,Long-only
LU1953137681,BNP Paribas Easy MSCI EMU SRI S-Series PAB 5% Capped UCITS ETF,Equity,Europe,15.54,Long-only
IE00BGJWWV33,Invesco Euro Government Bond 3-5 Year UCITS ETF Dist,Bonds,Europe,4.22,Long-only
IE00BF8HV717,PIMCO Covered Bond UCITS ETF Dist,Bonds,Europe,4.18,"Long-only, Active"
IE00BWBXM278,SPDR S&P US Consumer Discretionary Select Sector UCITS ETF,Equity,,24.96,Long-only
LU1242369327,Xtrackers MSCI Europe UCITS ETF 1D,Equity,Europe,16.24,Long-only
IE00BYM8JD58,Invesco US Real Estate Sector UCITS ETF,Real Estate,,21.7,Long-only
IE00BK0TB144,iShares Global Corporate Bond UCITS ETF CHF Hedged (Acc),Bonds,World,12.03,Long-only
IE00BDQZN550,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to GBP) A-acc,Equity,World,17.39,Long-only
LU1169822340,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to GBP) A-dis,Equity,,21.18,Long-only
IE00BSJCQV56,SPDR FTSE EPRA Europe ex UK Real Estate UCITS ETF,Real Estate,Europe,25.01,Long-only
FR0014003IY1,Amundi MSCI World II UCITS ETF Acc,Equity,World,14.2,Long-only
IE00BDT6FS23,SPDR Refinitiv Global Convertible Bond CHF Hedged UCITS ETF,Bonds,World,11.67,Long-only
IE00BDFC6Q91,JPMorgan USD Ultra-Short Income UCITS ETF USD (Dist),Bonds,World,7.93,"Long-only, Active"
IE00BLRPQH31,Rize Sustainable Future of Food UCITS ETF,Equity,World,17.28,Long-only
IE00B3Q19T94,Invesco EURO STOXX Optimised Banks UCITS ETF,Equity,Europe,25.87,Long-only
LU1598688189,Amundi MSCI Europe Growth UCITS ETF Dist,Equity,Europe,20.34,Long-only
IE00BK72HT65,UBS ETF (IE) MSCI World Socially Responsible UCITS ETF (hedged to CHF) A-acc,Equity,World,18.2,Long-only
IE00BBQ2W338,HSBC MSCI AC Far East ex Japan UCITS ETF USD,Equity,Asia & Pacific,17.63,Long-only
LU0292109187,Xtrackers MSCI Taiwan UCITS ETF 1C,Equity,,20.0,Long-only
LU0962071741,Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1D,Bonds,Europe,7.17,Long-only
IE00BZ173W74,iShares USD Corporate Bond Interest Rate Hedged UCITS ETF USD (Acc),Bonds,World,8.29,Long-only
IE00BQQ3Q067,WisdomTree Emerging Markets Equity Income UCITS ETF,Equity,Emerging Markets,12.68,Long-only
LU1481203070,BNP Paribas Easy MSCI Japan ESG Filtered Min TE UCITS ETF EUR Hedged,Equity,,19.54,Long-only
LU1603797587,IndexIQ Factors Sustainable Japan Equity UCITS ETF,Equity,,16.67,Long-only
CH0558875933,AMINA Bitcoin ETP,Cryptocurrencies,,55.26,Long-only
IE00BJZ2DC62,Xtrackers MSCI USA ESG Screened UCITS ETF 1C,Equity,,18.98,Long-only
LU2300294589,Amundi Index MSCI EM Asia SRI PAB UCITS ETF DR (D),Equity,Asia & Pacific,16.29,Long-only
LU0292106167,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged,Commodities,,21.87,Long-only
IE00BDVJF675,Invesco Preferred Shares UCITS ETF,Equity,,13.61,Long-only
LU1650492256,Amundi FTSE 100 UCITS ETF Dist,Equity,,13.78,Long-only
IE00BD4DX952,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1D,Bonds,Emerging Markets,9.41,Long-only
IE00BH361H73,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,Equity,North America,14.71,Long-only
DE000ETF9074,Amundi MDAX ESG II UCITS ETF Dist,Equity,,19.43,Long-only
IE00BCLWRB83,iShares USD Corporate Bond Interest Rate Hedged UCITS ETF,Bonds,World,8.16,Long-only
IE00BMP3HG27,UBS ETF (IE) S&P Dividend Aristocrats ESG UCITS ETF (USD) A-dis,Equity,World,12.17,Long-only
DE000A0Q4R44,iShares STOXX Europe 600 Real Estate UCITS ETF (DE),Real Estate,Europe,24.85,Long-only
LU1681038839,Amundi Russell 2000 UCITS ETF USD,Equity,,23.52,Long-only
DE000ETFL094,Deka MSCI USA Large Cap UCITS ETF,Equity,,18.52,Long-only
LU2130768844,AMUNDI MSCI EUROPE PAB NET ZERO AMBITION UCITS ETF Acc,Equity,Europe,14.64,Long-only
IE00BDR55364,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (USD) A-dis,Equity,World,15.56,Long-only
FR0010435297,Amundi MSCI Emerging Markets III UCITS ETF USD Acc,Equity,Emerging Markets,14.71,Long-only
JE00B1VS3002,WisdomTree Physical Palladium,Precious Metals,,43.88,Long-only
IE00BG0TQC25,Invesco UK Gilts UCITS ETF Dist,Bonds,,13.28,Long-only
LU1563454823,Amundi Global Aggregate Green Bond UCITS ETF EUR Hedged Acc,Bonds,World,6.42,Long-only
IE00BF0M6N54,L&G Ecommerce Logistics UCITS ETF,Equity,World,16.38,Long-only
IE00B6YX5B26,SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF (Dist),Equity,Emerging Markets,14.79,Long-only
IE00BGDQ0V72,iShares MSCI Japan SRI UCITS ETF USD (Dist),Equity,,19.37,Long-only
DE000ETFL177,Deka Deutsche Boerse EUROGOV Germany UCITS ETF,Bonds,,5.17,Long-only
IE00BKWQ0C77,SPDR MSCI Europe Consumer Discretionary UCITS ETF,Equity,Europe,21.72,Long-only
IE00BKWD3F20,Invesco US Treasury Bond 0-1 Year UCITS ETF GBP Hedged Dist,Bonds,,9.16,Long-only
DE000A0D8Q23,iShares ATX UCITS ETF (DE),Equity,,19.46,Long-only
IE00BZ1GHD37,WisdomTree Enhanced Commodity UCITS ETF USD,Commodities,,16.29,Long-only
IE00B979GK47,SPDR S&P U.S. Dividend Aristocrats UCITS ETF EUR Hedged (Dist),Equity,,16.99,Long-only
IE00B5MTXJ97,Invesco European Insurance Sector UCITS ETF Acc,Equity,Europe,16.74,Long-only
IE00BG0TQ445,Invesco UK Gilt 1-5 Year UCITS ETF Dist,Bonds,,6.52,Long-only
IE00BG47KB92,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Distributing,Bonds,World,9.65,Long-only
IE00BKSBGT50,Fidelity Sustainable Research Enhanced Europe Equity UCITS ETF Acc,Equity,Europe,14.21,"Long-only, Active"
IE00BJXRZJ40,Rize Cybersecurity and Data Privacy UCITS ETF,Equity,World,25.79,Long-only
LU1617164998,Amundi EUR Short Term High Yield Corporate Bond ESG UCITS ETF Dist,Bonds,Europe,2.34,Long-only
IE00B1W57M07,iShares BIC 50 UCITS ETF USD (Dist),Equity,Emerging Markets,29.39,Long-only
LU0468896575,Xtrackers II Germany Government Bond UCITS ETF 1D,Bonds,,7.04,Long-only
IE00BD4TYF66,UBS ETF (IE) MSCI USA hedged EUR UCITS ETF (EUR) A-dis,Equity,,17.8,Long-only
LU1974693662,UBS ETF (LU) J.P. Morgan Global Government ESG Liquid Bond UCITS ETF (USD) A-acc,Bonds,World,9.06,Long-only
IE00BF2GC043,Invesco US Treasury Bond 3-7 Year UCITS ETF GBP Hedged Dist,Bonds,,11.7,Long-only
IE00B1FZS574,iShares MSCI Turkey UCITS ETF,Equity,,40.04,Long-only
IE00BWK1SP74,iShares MSCI EMU CHF Hedged UCITS ETF (Acc),Equity,Europe,16.06,Long-only
LU0950381748,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF,Real Estate,Europe,24.05,Long-only
IE00BD93YH54,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist),Equity,,15.84,Long-only
IE00BD8PH174,iShares Global Inflation Linked Government Bond EUR Hedged UCITS ETF (Dist),Bonds,World,12.37,Long-only
LU1048316720,UBS ETF (LU) Bloomberg US Liquid Corporates UCITS ETF (USD) A-acc,Bonds,,10.98,Long-only
IE00BD5FCF91,SPDR FTSE UK All Share UCITS ETF,Equity,,13.95,Long-only
IE00BFF5RX68,iShares Edge MSCI USA Value Factor UCITS ETF USD (Dist),Equity,,18.21,Long-only
IE00BH3X8336,PIMCO Emerging Markets Advantage Local Bond Index UCITS ETF Dist,Bonds,Emerging Markets,8.72,Long-only
DE0005933980,iShares STOXX Europe Large 200 UCITS ETF (DE),Equity,Europe,13.99,Long-only
LU1834985845,Amundi STOXX Europe 600 Consumer Staples UCITS ETF Acc,Equity,Europe,13.41,Long-only
LU1169822266,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to EUR) A-acc,Equity,,19.85,Long-only
IE00BYVJRQ85,iShares MSCI Japan SRI EUR Hedged UCITS ETF (Acc),Equity,,19.74,Long-only
IE00BH04GW44,Vanguard UK Gilt UCITS ETF Accumulating,Bonds,,14.21,Long-only
IE00BYTRR756,SPDR MSCI World Consumer Staples UCITS ETF,Equity,World,12.21,Long-only
GB00B15KY211,WisdomTree Nickel,Commodities,,54.88,Long-only
LU1407893301,Amundi UK Government Inflation-Linked Bond UCITS ETF Dist,Bonds,,23.39,Long-only
LU1459802168,UBS ETF (LU) Bloomberg TIPS 1-10 UCITS ETF (hedged to CHF) A-acc,Bonds,,11.5,Long-only
IE00BJL36X53,SPDR ICE BofA 0-5 Year EM USD Government Bond UCITS ETF EUR Hedged (Acc),Bonds,Emerging Markets,7.78,Long-only
LU1109939865,Xtrackers iBoxx EUR High Yield Bond 1-3 Swap UCITS ETF 1D,Bonds,World,4.56,Long-only
LU0533033311,Amundi MSCI World Health Care UCITS ETF USD Acc,Equity,World,13.88,Long-only
IE00BMDBMN04,iShares EUR Green Bond UCITS ETF EUR (Dist),Bonds,World,7.51,Long-only
DE000ETFL144,Deka iBoxx EUR Liquid Sovereign Diversified 5-7 UCITS ETF,Bonds,Europe,6.6,Long-only
LU1931975236,Amundi Prime Global Government Bond UCITS ETF Dist,Bonds,World,6.81,Long-only
IE00BYNQMK61,UBS ETF (IE) MSCI UK IMI Socially Responsible UCITS ETF (hedged to EUR) A-acc,Equity,,14.53,Long-only
LU1681048127,Amundi S&P 500 Buyback UCITS ETF EUR (C),Equity,,17.7,Long-only
LU0321464652,Xtrackers II GBP Overnight Rate Swap UCITS ETF 1D,Money Market,,5.83,Long-only
LU2182388582,Amundi MSCI EMU Climate Net Zero Ambition PAB UCITS ETF Acc,Equity,Europe,16.39,Long-only
DE000ETFL250,Deka STOXX Europe 50 UCITS ETF,Equity,Europe,13.53,Long-only
IE00BNDS1T77,Vanguard ESG Global Corporate Bond UCITS ETF GBP Hedged Accumulating,Bonds,World,11.95,Long-only
FR0011475078,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,Equity,,20.34,Long-only
IE00B6QGFW01,iShares Emerging Asia Local Government Bond UCITS ETF,Bonds,Asia & Pacific,6.37,Long-only
LU0950676113,UBS ETF (LU) Bloomberg US 1-3 Year Treasury Bond UCITS ETF (USD) A-acc,Bonds,,8.18,Long-only
IE00BFXR7900,KraneShares CSI China Internet UCITS ETF EUR,Equity,,42.96,Long-only
IE00BH3YZ803,Invesco S&P SmallCap 600 UCITS ETF A,Equity,,22.04,Long-only
DE000ETFL342,Deka MSCI Emerging Markets UCITS ETF ,Equity,Emerging Markets,14.35,Long-only
IE00BYTRRF33,SPDR MSCI World Materials UCITS ETF,Equity,World,16.08,Long-only
LU1324516050,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (USD) A-dis,Bonds,Emerging Markets,9.0,Long-only
IE00BF1QPJ56,SPDR Bloomberg Global Aggregate Bond UCITS ETF GBP Hedged,Bonds,World,11.07,Long-only
LU1048317298,UBS ETF (LU) Bloomberg US Liquid Corporates UCITS ETF (hedged to GBP) A-dis,Bonds,,13.7,Long-only
IE00BN92ZL31,iShares MSCI World Paris-Aligned Climate UCITS ETF USD (Dist),Equity,World,16.06,Long-only
LU1048315326,UBS ETF (LU) Bloomberg US Liquid Corporates 1-5 Year UCITS ETF (hedged to GBP) A-dis,Bonds,,10.52,Long-only
FR0013209921,Amundi MSCI World Ex EMU SRI PAB Net Zero Ambition UCITS ETF Acc,Equity,World,16.47,Long-only
FR0010655746,Amundi IBEX 35 UCITS ETF Acc,Equity,,16.19,Long-only
IE00BDDRF700,HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,Equity,World,25.76,Long-only
LU1965301184,Ossiam US Steepener UCITS ETF 1C (USD),Bonds,,9.65,Long-only
FR0010377028,Amundi Japan TOPIX II UCITS ETF JPY Dist,Equity,,18.74,Long-only
LU1273488715,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (hedged to EUR) A-acc,Equity,,19.21,Long-only
IE00BKT6FV49,iShares Core MSCI Japan IMI UCITS ETF EUR Hedged (Acc),Equity,,19.34,Long-only
LU0496786905,Amundi Australia S&P/ASX 200 UCITS ETF Dist,Equity,,17.04,Long-only
IE00BCHWNQ94,Xtrackers MSCI World ESG Screened UCITS ETF 1D,Equity,World,17.24,Long-only
IE00BF2B0P08,Franklin U.S. Equity UCITS ETF,Equity,,15.77,Long-only
IE00BYSX4739,Fidelity Emerging Markets Quality Income UCITS ETF,Equity,Emerging Markets,13.72,Long-only
IE00BFMKQC67,Xtrackers USD Corporate Bond UCITS ETF 1C,Bonds,World,11.48,Long-only
LU2611732129,Amundi F.A.Z. 100 UCITS ETF Dist,Equity,,17.04,Long-only
LU0136242590,UBS ETF (LU) FTSE 100 UCITS ETF (GBP) A-dis,Equity,,13.86,Long-only
LU0292108619,Xtrackers MSCI EM Latin America ESG Swap UCITS ETF 1C,Equity,Latin America,22.78,Long-only
LU2206598109,UBS ETF (LU) MSCI Europe Socially Responsible UCITS ETF (hedged to EUR) A-acc,Equity,Europe,14.39,Long-only
DE000A0H08E0,iShares STOXX Europe 600 Chemicals UCITS ETF (DE),Equity,Europe,17.2,Long-only
LU1291108642,BNP Paribas Easy MSCI World SRI S-Series PAB 5% Capped UCITS ETF USD Acc,Equity,World,15.41,Long-only
IE00BVZ6SQ11,PIMCO US Short-Term High Yield Corporate Bond Index UCITS ETF Acc,Bonds,World,7.92,Long-only
GB00B15KY989,WisdomTree Broad Commodities,Commodities,,17.59,Long-only
IE00BD9MMD49,JPMorgan BetaBuilders US Treasury Bond 1-3 yr UCITS ETF - USD (Acc),Bonds,,8.2,Long-only
DE000A3GMKD7,ETC Group Physical Ethereum,Cryptocurrencies,,65.22,Long-only
IE00BKWQ0K51,SPDR MSCI Europe Technology UCITS ETF,Equity,Europe,26.07,Long-only
LU0328476410,Xtrackers S&P Select Frontier Swap UCITS ETF 1C,Equity,Emerging Markets,19.44,Long-only
LU1377382103,BNP Paribas Easy ESG Quality Europe UCITS ETF,Equity,Europe,15.06,Long-only
LU0378818560,Xtrackers Singapore Government Bond UCITS ETF 1C,Bonds,,6.18,Long-only
IE00BKW9SV11,Invesco GBP Corporate Bond ESG UCITS ETF Dist,Bonds,World,9.73,Long-only
IE000ZO4CUT7,L&G ESG Emerging Markets Corporate Bond (USD) UCITS ETF EUR Hedged Acc,Bonds,Emerging Markets,8.26,Long-only
IE00BM8QRY62,Invesco S&P 500 Equal Weight UCITS ETF Dist,Equity,,17.61,Long-only
