Isin,Name,Asset,Region,Volatility,Strategy
IE00BZ0G8860,SPDR Bloomberg 10+ Year US Corporate Bond UCITS ETF,Bonds,World,15.12,Long-only
LU0514694701,Xtrackers MSCI Thailand UCITS ETF 1C,Equity,,14.59,Long-only
LU1048316647,UBS ETF (LU) Bloomberg US Liquid Corporates UCITS ETF (USD) A-dis,Bonds,,10.92,Long-only
LU1302703878,Amundi S&P 500 II UCITS ETF CHF Hedged Dist,Equity,,17.73,Long-only
IE00B5B3W843,UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (USD) A-acc,Commodities,,17.47,Long-only
LU1435356149,Amundi USD High Yield Corporate Bond ESG UCITS ETF Dist,Bonds,World,9.02,Long-only
LU1834988781,Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF Acc,Equity,Europe,24.71,Long-only
IE00BKP5L409,iShares US Mortgage Backed Securities UCITS ETF EUR Hedged (Acc),Bonds,,11.67,Long-only
IE00BJSBCS90,Goldman Sachs Access China Government Bond UCITS ETF USD (Dist),Bonds,,6.98,Long-only
LU0832436512,Amundi Global Equity Quality Income UCITS ETF Dist,Equity,World,8.96,Long-only
DE000ETF9082,Amundi TecDAX UCITS ETF Dist,Equity,,19.35,Long-only
LU1681043169,Amundi MSCI India UCITS ETF USD,Equity,,15.47,Long-only
IE00BKWD3B81,Invesco Euro Corporate Hybrid Bond UCITS ETF Acc,Bonds,World,4.79,Long-only
DE000A0Q4R69,iShares DAX ESG UCITS ETF (DE),Equity,,17.05,Long-only
LU1686830909,Amundi Global Emerging Bond Markit iBoxx UCITS ETF Dist,Bonds,Emerging Markets,9.28,Long-only
IE00BF8J5974,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 1D,Bonds,World,8.33,Long-only
LU2082997516,Amundi STOXX Europe 600 Healthcare UCITS ETF Dist,Equity,Europe,13.93,Long-only
IE00BYSZ5V04,SPDR Bloomberg 10+ Year US Treasury Bond UCITS ETF,Bonds,,18.15,Long-only
IE00BDGV0415,UBS ETF (IE) MSCI USA Select Factor Mix UCITS ETF (USD) A-acc,Equity,,16.98,Long-only
IE00BLRPRR04,Rize Environmental Impact 100 UCITS ETF,Equity,World,17.3,Long-only
LU2037748345,Amundi MSCI Smart Cities ESG Screened UCITS ETF - Acc,Equity,World,15.21,Long-only
LU2611731741,Amundi DIVDAX UCITS ETF Dist,Equity,,17.69,Long-only
LU1215415214,Amundi Euro High Yield Bond ESG UCITS ETF Dist,Bonds,World,3.9,Long-only
LU1435356495,Amundi USD High Yield Corporate Bond ESG UCITS ETF EUR HEDGED Dist,Bonds,World,11.08,Long-only
LU1169830442,UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to GBP) A-dis,Equity,,14.55,Long-only
LU1659681586,BNP Paribas Easy MSCI USA SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,Equity,,19.0,Long-only
JE00BP2PWW32,WisdomTree Carbon,Commodities,,43.26,Long-only
DE000A0H08S0,iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),Equity,Europe,24.93,Long-only
GB00B15KYF40,WisdomTree Precious Metals,Precious Metals,,17.4,Long-only
IE00BYTRRC02,SPDR MSCI World Industrials UCITS ETF,Equity,World,14.64,Long-only
JE00BN7KB664,WisdomTree Wheat,Commodities,,37.38,Long-only
LU1603790731,IndexIQ Factors Sustainable Corporate Euro Bond UCITS ETF,Bonds,Europe,3.63,Long-only
IE00B3Z3FS74,UBS ETF (IE) MSCI Emerging Markets SF UCITS ETF (USD) A-acc,Equity,Emerging Markets,14.45,Long-only
IE00BKM4H197,iShares MSCI Emerging Markets Consumer Growth UCITS ETF USD (Acc),Equity,World,17.71,Long-only
IE00BF2B0M76,Franklin Global Quality Dividend UCITS ETF,Equity,World,11.56,Long-only
LU1681039134,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged EUR (C),Equity,,19.14,Long-only
IE00BN4Q1675,UBS ETF (IE) MSCI Emerging Markets Climate Paris Aligned UCITS ETF (USD) A-acc,Equity,Emerging Markets,14.84,Long-only
IE00028H9QJ8,Xtrackers USD Corporate Green Bond UCITS ETF 1C EUR Hedged,Bonds,World,9.89,Long-only
IE00BG47J908,JPMorgan GBP Ultra-Short Income UCITS ETF GBP (Acc),Bonds,World,5.68,"Long-only, Active"
IE00B5WHFQ43,iShares MSCI Mexico Capped UCITS ETF (Acc),Equity,,21.47,Long-only
LU1215461598,UBS ETF (LU) Bloomberg MSCI US Liquid Corporates Sustainable UCITS ETF (hedged to GBP) A-dis,Bonds,,13.75,Long-only
FR0014002CH1,Amundi MSCI Water ESG Screened UCITS ETF Acc,Equity,World,16.59,Long-only
LU2089239193,Amundi Prime US Treasury UCITS ETF DR (C),Bonds,,10.08,Long-only
GB00BJYDH394,WisdomTree Physical Ethereum,Cryptocurrencies,,66.87,Long-only
GB00B15KXN58,WisdomTree Aluminium,Commodities,,24.46,Long-only
IE00BDS67326,VanEck J.P. Morgan EM Local Currency Bond UCITS ETF,Bonds,Emerging Markets,7.54,Long-only
LU0292097234,Xtrackers FTSE 100 UCITS ETF Income 1D,Equity,,13.86,Long-only
IE00BF4NQ904,HSBC MSCI China A Inclusion UCITS ETF,Equity,,17.58,Long-only
IE00BG0TQD32,Invesco UK Gilts UCITS ETF Acc,Bonds,,13.26,Long-only
LU2133056387,Amundi MSCI Japan UCITS ETF EUR Hedged Dist,Equity,,21.18,Long-only
IE00BF2B0L69,Franklin European Quality Dividend UCITS ETF,Equity,Europe,11.37,Long-only
IE00BVXC4854,WisdomTree Japan Equity UCITS ETF USD Hedged,Equity,,21.04,Long-only
IE00BKWQ0N82,SPDR MSCI Europe Communication Services UCITS ETF,Equity,Europe,12.7,Long-only
IE00BMH5VP31,iShares Edge MSCI World Minimum Volatility ESG UCITS ETF EUR Hedged (Acc),Equity,World,13.06,Long-only
IE00BG482169,Invesco Preferred Shares UCITS ETF A,Equity,,13.63,Long-only
IE00B435CG94,Invesco US Energy Sector UCITS ETF,Equity,,27.21,Long-only
IE00BKVL7D31,iShares Edge MSCI Europe Minimum Volatility ESG UCITS ETF (Acc),Equity,Europe,12.17,Long-only
IE00B9MRJJ36,Xtrackers MDAX ESG Screened UCITS ETF 1D,Equity,,20.09,Long-only
LU0322253732,Xtrackers MSCI Europe ESG Screened UCITS ETF 1C,Equity,Europe,16.96,Long-only
IE00BFWXDV39,Franklin FTSE Asia ex China ex Japan UCITS ETF,Equity,Asia & Pacific,12.66,Long-only
GB00B15KXX56,WisdomTree Gold,Precious Metals,,15.38,Long-only
IE00BZ0PKS76,iShares Edge MSCI USA Multifactor UCITS ETF,Equity,,17.89,Long-only
IE00B598DX38,UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (CHF) A-acc,Commodities,,19.37,Long-only
LU1681038912,Amundi JPX Nikkei 400 UCITS ETF EUR (C),Equity,,19.05,Long-only
DE000A0H08F7,iShares STOXX Europe 600 Construction & Materials UCITS ETF (DE),Equity,Europe,19.18,Long-only
LU0292109344,Xtrackers MSCI Brazil UCITS ETF 1C,Equity,,27.01,Long-only
IE00BKFB6K94,UBS ETF (IE) MSCI China A SF UCITS ETF (USD) A-acc,Equity,,17.52,Long-only
LU1169830368,UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to USD) A-acc,Equity,,13.72,Long-only
LU0832435464,Amundi S&P 500 VIX Futures Enhanced Roll UCITS ETF Acc,Equity,,42.56,Long-only
LU1459801434,UBS ETF (LU) Bloomberg TIPS 1-10 UCITS ETF (USD) A-dis,Bonds,,9.47,Long-only
LU1324516480,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to GBP) A-dis,Bonds,Emerging Markets,12.75,Long-only
LU0446734526,UBS ETF (LU) MSCI Pacific (ex Japan) UCITS ETF (USD) A-dis,Equity,Asia & Pacific,14.63,Long-only
IE00B52XQP83,iShares MSCI South Africa UCITS ETF,Equity,,25.85,Long-only
IE00BKPTXQ89,HANetf Alerian Midstream Energy Dividend UCITS ETF,Equity,North America,18.89,Long-only
LU1834988864,Amundi STOXX Europe 600 Utilities UCITS ETF Acc,Equity,Europe,16.15,Long-only
IE00BYVHJM24,UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to JPY) A-acc,Equity,World,16.63,Long-only
LU1900067940,Amundi MSCI China ESG Leaders Extra UCITS ETF Dist,Equity,,25.39,Long-only
DE000ETFL193,Deka Deutsche Boerse EUROGOV Germany 3-5 UCITS ETF,Bonds,,3.98,Long-only
IE00BJXRT813,SPDR MSCI World Value UCITS ETF,Equity,World,13.07,Long-only
IE000FSN19U2,Amundi MSCI USA UCITS ETF Acc,Equity,,18.58,Long-only
IE00BL0BMZ89,VanEck Morningstar Global Wide Moat UCITS ETF,Equity,World,14.13,Long-only
IE00BK6NC514,iShares EUR High Yield Corporate Bond UCITS ETF CHF Hedged (Acc),Bonds,World,7.01,Long-only
LU2346257210,Amundi EUR High Yield Corporate Bond ESG UCITS ETF Acc,Bonds,World,3.62,Long-only
LU0259322260,Market Access NYSE Arca Gold Bugs UCITS ETF,Equity,World,32.43,Long-only
DE000A0H08G5,iShares STOXX Europe 600 Financial Services UCITS ETF (DE),Equity,Europe,20.19,Long-only
LU1829218822,Amundi EUR Corporate Bond ex-Financials ESG UCITS ETF Acc,Bonds,World,5.35,Long-only
LU2095995895,UBS ETF (LU) J.P. Morgan CNY China Government 1-10 Year Bond UCITS ETF (USD) A-acc,Bonds,,6.92,Long-only
IE00BCHWNS19,Xtrackers MSCI USA Energy UCITS ETF 1D,Equity,,26.95,Long-only
IE00B3Z0X395,HSBC MSCI Korea Capped UCITS ETF USD,Equity,,22.59,Long-only
IE00B449XP68,Invesco US Consumer Discretionary Sector UCITS ETF,Equity,,24.87,Long-only
IE00BYX5K108,Invesco MSCI Europe ex-UK UCITS ETF,Equity,Europe,14.89,Long-only
LU1829220133,Amundi MSCI All Country World UCITS ETF USD Acc,Equity,World,14.48,Long-only
LU1681043672,Amundi MSCI World UCITS ETF USD (C),Equity,World,15.53,Long-only
IE00BYV1YF22,Fidelity Global Quality Income UCITS ETF (GBP Hedged),Equity,World,17.15,Long-only
IE00BWT3KN65,UBS ETF (IE) Factor MSCI USA Quality ESG UCITS ETF (hedged to EUR) A-acc,Equity,,21.63,Long-only
LU1130156323,UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-acc,Equity,,14.49,Long-only
IE00B3Y8D011,Xtrackers Portfolio Income UCITS ETF 1D,Equity,World,5.89,"Long-only, Active"
LU0838780707,Xtrackers FTSE 100 UCITS ETF 1C,Equity,,13.84,Long-only
IE00B8X9NY41,First Trust Eurozone AlphaDEX UCITS ETF Acc,Equity,Europe,16.49,Long-only
IE00BMVB5K07,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating,Equity,World,5.61,"Long-only, Active"
LU1600334798,UBS ETF (LU) MSCI Europe UCITS ETF (hedged to EUR) A-acc,Equity,Europe,13.91,Long-only
LU1681046857,Amundi Government Bond Lowest Rated Euro Investment Grade UCITS ETF EUR (D),Bonds,Europe,7.41,Long-only
FR0012399806,Amundi EURO STOXX 50 II UCITS ETF USD Hedged Acc,Equity,Europe,18.4,Long-only
LU1910940268,Amundi Global Government Inflation-Linked Bond 1-10Y UCITS ETF EUR Hedged Dist,Bonds,World,9.06,Long-only
LU1377381717,BNP Paribas Easy ESG Low Volatility Europe UCITS ETF,Equity,Europe,12.14,Long-only
IE00BMDH1538,VanEck Hydrogen Economy UCITS ETF,Equity,World,32.77,Long-only
IE00BYTRRG40,SPDR MSCI World Telecommunications UCITS ETF,Equity,World,21.33,Long-only
LU1737652823,Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR EUR (D),Real Estate,World,15.07,Long-only
IE00BK5BC677,L&G Healthcare Breakthrough UCITS ETF USD Acc,Equity,World,24.86,Long-only
IE00BF0BCP69,L&G All Commodities UCITS ETF,Commodities,,17.53,Long-only
DE000ETF9033,Amundi DivDAX II UCITS ETF Dist,Equity,,17.75,Long-only
LU1931974262,Amundi Prime Europe UCITS ETF DR (D),Equity,Europe,14.19,Long-only
IE00BD9MMC32,JPMorgan BetaBuilders UK Gilt 1-5 UCITS ETF - GBP (Dist),Bonds,,6.6,Long-only
DE000ETF9603,Amundi STOXX Europe 600 ESG II UCITS ETF Dist,Equity,Europe,14.37,Long-only
IE00B23LNQ02,Invesco FTSE RAFI All World 3000 UCITS ETF,Equity,World,12.94,Long-only
DE000ETFL219,Deka Deutsche Boerse EUROGOV Germany 10+ UCITS ETF,Bonds,,14.59,Long-only
DE000ETFL359,Deka iBoxx EUR Liquid Germany Covered Diversified UCITS ETF,Bonds,,4.76,Long-only
LU2089238112,Amundi Prime Eurozone UCITS ETF DR (C),Equity,Europe,16.46,Long-only
FR0011857234,Amundi MDAX UCITS ETF Dist,Equity,,19.59,Long-only
IE00BLRPQL76,L&G China CNY Bond UCITS ETF USD Dist,Bonds,,6.99,Long-only
IE00BF540Z61,VanEck Global Fallen Angel High Yield Bond UCITS ETF,Bonds,World,7.35,Long-only
IE00BD34DK07,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,Equity,,19.48,Long-only
LU2244387887,BNP Paribas Easy ESG Growth Europe UCITS ETF Acc,Equity,Europe,16.32,Long-only
XS2183935605,Invesco Physical Gold GBP Hedged ETC,Precious Metals,,15.2,Long-only
DE000A1EK0H1,Xtrackers Physical Platinum EUR Hedged ETC,Precious Metals,,25.34,Long-only
LU0292105359,Xtrackers MSCI Europe Consumer Staples ESG Screened UCITS ETF 1C,Equity,Europe,13.06,Long-only
DE000A3GSUD3,VanEck Solana ETN,Cryptocurrencies,,106.73,Long-only
LU0328474803,Xtrackers S&P/ASX 200 UCITS ETF 1D,Equity,,17.4,Long-only
CH0454664043,21Shares Ripple XRP ETP,Cryptocurrencies,,77.07,Long-only
IE00B3BPCH51,Invesco Euro Cash 3 Months UCITS ETF Acc,Money Market,Europe,0.21,Long-only
DE000ETFL326,Deka MSCI China ex A Shares UCITS ETF,Equity,,29.48,Long-only
LU1452600197,Amundi US TIPS Government Inflation-Linked Bond UCITS ETF Acc,Bonds,,10.82,Long-only
IE00BD8D5G25,PIMCO Euro Short-Term High Yield Corporate Bond Index UCITS ETF Acc,Bonds,Europe,3.53,Long-only
IE00BKKCKJ46,JPMorgan Global High Yield Corporate Bond Multi-Factor UCITS ETF (acc),Bonds,World,7.31,"Long-only, Active"
NL0010273801,VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,Bonds,Europe,3.72,Long-only
LU1681037518,Amundi Italy MIB ESG UCITS ETF,Equity,,19.05,Long-only
IE00BM8QRZ79,Invesco Solar Energy UCITS ETF Acc,Equity,World,35.51,Long-only
IE00BK6Q9938,JPMorgan BetaBuilders US Treasury Bond UCITS ETF GBP Hedged (Acc),Bonds,,12.48,Long-only
LU1280300853,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to GBP) A-dis,Equity,Europe,17.8,Long-only
LU2059756325,Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (D),Equity,Europe,16.15,Long-only
IE00BNDS1V99,Vanguard ESG Global Corporate Bond UCITS ETF GBP Hedged Distributing,Bonds,World,12.0,Long-only
IE00BYX8XD24,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),Equity,,16.55,Long-only
LU0249326488,Market Access Rogers International Commodity UCITS ETF,Commodities,,18.15,Long-only
LU0937836467,UBS ETF (LU) MSCI UK UCITS ETF (GBP) A-dis,Equity,,13.69,Long-only
LU2090062436,Amundi DAX III UCITS ETF Dist,Equity,,17.57,Long-only
LU1834987973,Amundi STOXX Europe 600 Insurance UCITS ETF Acc,Equity,Europe,16.67,Long-only
LU1829219713,Amundi Euro Highest Rated Macro-Weighted Government Bond 3-5Y UCITS ETF Acc,Bonds,Europe,4.25,Long-only
DE000ETFL110,Deka iBoxx EUR Liquid Sovereign Diversified 1-10 UCITS ETF,Bonds,Europe,7.32,Long-only
LU0486851024,Xtrackers MSCI Europe Value UCITS ETF 1C,Equity,Europe,15.13,Long-only
LU2089238039,Amundi Prime Europe UCITS ETF DR (C),Equity,Europe,14.16,Long-only
LU1130155606,UBS ETF (LU) MSCI Canada UCITS ETF (hedged to EUR) A-acc,Equity,,12.92,Long-only
IE00BJ5JP097,iShares MSCI World Financials Sector ESG UCITS ETF USD (Dist),Equity,World,15.98,Long-only
LU1900065811,Amundi MSCI Indonesia UCITS ETF Acc,Equity,,16.66,Long-only
GB00B15KY328,WisdomTree Silver,Precious Metals,,28.54,Long-only
LU1169819981,UBS ETF (LU) MSCI EMU UCITS ETF (hedged to GBP) A-dis,Equity,Europe,17.77,Long-only
IE00B2QWDR12,iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF,Equity,Asia & Pacific,15.35,Long-only
IE00BYSZ6062,SPDR Bloomberg 10+ Year Euro Government Bond UCITS ETF,Bonds,Europe,14.15,Long-only
DE000ETFL300,Deka MSCI Japan UCITS ETF,Equity,,18.31,Long-only
LU0292103651,Xtrackers MSCI Europe Financials ESG Screened UCITS ETF 1C,Equity,Europe,18.71,Long-only
LU1681041460,Amundi MSCI Europe Momentum Factor UCITS ETF EUR (C),Equity,Europe,15.55,Long-only
LU1954152853,Amundi Nasdaq-100 II UCITS ETF EUR Hedged Acc,Equity,,23.83,Long-only
FR0012399772,Amundi EURO STOXX 50 II UCITS ETF GBP Hedged Acc,Equity,Europe,19.05,Long-only
DE000TMG0LD6,boerse.de Gold ETC,Precious Metals,,14.66,Long-only
DE000A0F5UE8,iShares Dow Jones China Offshore 50 UCITS ETF (DE),Equity,,29.47,Long-only
IE00BJLKK341,iShares MSCI EMU SRI UCITS ETF EUR (Acc),Equity,Europe,16.13,Long-only
NL0010731816,VanEck Sustainable European Equal Weight UCITS ETF,Equity,Europe,14.86,Long-only
IE00BMDPBY65,Franklin STOXX Europe 600 Paris Aligned Climate UCITS ETF,Equity,Europe,14.43,Long-only
IE00BJXT3G33,UBS ETF (IE) MSCI USA Socially Responsible UCITS ETF (hedged to EUR) A-acc,Equity,,21.36,Long-only
IE00BMYDM802,L&G Quality Equity Dividends ESG Exclusions UK UCITS ETF,Equity,,17.01,Long-only
IE00BG0TQB18,Invesco AT1 Capital Bond UCITS ETF Dist,Bonds,World,9.99,Long-only
IE00BM67HJ62,Xtrackers MSCI Emerging Markets ex China UCITS ETF 1C,Equity,Emerging Markets,15.72,Long-only
IE00BFMXZJ56,Vanguard FTSE Japan UCITS ETF USD Hedged Acc,Equity,,19.84,Long-only
DE000ETFL532,Deka Euro Corporates 0-3 Liquid UCITS ETF ,Bonds,Europe,1.31,Long-only
LU2008763935,BNP Paribas Easy FTSE EPRA Nareit Developed Europe ex UK Green UCITS ETF,Real Estate,Europe,26.37,Long-only
IE00BMDBMG37,iShares MSCI Europe SRI UCITS ETF USD (Acc),Equity,Europe,16.79,Long-only
LU1681046345,Amundi Government Bond Lowest Rated Euro Investment Grade 1-3 UCITS ETF DR EUR (C),Bonds,Europe,1.99,Long-only
LU0659579063,Xtrackers ATX UCITS ETF 1C,Equity,,19.46,Long-only
LU1691909508,Amundi Global Gender Equality UCITS ETF Acc,Equity,World,14.42,Long-only
IE00BYQCZD50,WisdomTree Japan Equity UCITS ETF USD Hedged Acc,Equity,,21.04,Long-only
IE00BF1B7272,SPDR MSCI ACWI UCITS ETF USD Hedged (Acc),Equity,World,14.57,Long-only
LU1720938841,UBS ETF (LU) J.P. Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF (USD) A-dis,Bonds,Emerging Markets,8.57,Long-only
IE00BFWFPY67,SPDR Bloomberg Emerging Markets Local Bond UCITS ETF,Bonds,Emerging Markets,6.97,Long-only
IE00BYMS5W68,Invesco KBW Nasdaq Fintech UCITS ETF Acc,Equity,,23.91,Long-only
LU1215454460,UBS ETF (LU) Factor MSCI EMU Low Volatility UCITS ETF (EUR) A-dis,Equity,Europe,12.47,Long-only
DE000A0D8Q31,iShares eb.rexx Government Germany 10.5+yr UCITS ETF (DE),Bonds,,14.76,Long-only
IE00BZ0XVF52,WisdomTree AT1 CoCo Bond UCITS ETF,Bonds,Europe,10.98,Long-only
LU1708330318,Amundi Global Aggregate Bond UCITS ETF DR - EUR Hedged (C),Bonds,World,8.79,Long-only
IE00BD26N851,PIMCO US Short-Term High Yield Corporate Bond Index UCITS ETF EUR Hedged Acc,Bonds,World,8.85,Long-only
LU2089239276,Amundi US Corporate Bond UCITS ETF Acc,Bonds,World,10.46,Long-only
IE00BD8D5H32,PIMCO Euro Short-Term High Yield Corporate Bond Index UCITS ETF Dist,Bonds,Europe,3.51,Long-only
LU1681048713,Amundi ETF S&P Global Luxury UCITS ETF USD,Equity,World,21.52,Long-only
LU0613540268,Xtrackers II Italy Government Bond 0-1 Swap UCITS ETF 1C,Bonds,,0.37,Long-only
LU2099992260,UBS ETF (LU) Bloomberg MSCI Global Liquid Corporates Sustainable UCITS ETF (hedged to EUR) A-acc,Bonds,World,11.12,Long-only
LU1974694041,UBS ETF (LU) J.P. Morgan Global Government ESG Liquid Bond UCITS ETF (hedged to USD) A-acc,Bonds,World,9.21,Long-only
LU1547516291,BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF EUR,Commodities,,19.4,Long-only
LU0274212538,Xtrackers FTSE MIB UCITS ETF 1D,Equity,,18.83,Long-only
GB00B684MW17,Xtrackers Physical Rhodium ETC,Precious Metals,,60.51,Long-only
IE00BL0BLZ15,JPMorgan Global High Yield Corporate Bond Multi-Factor UCITS ETF USD Hedged (acc),Bonds,World,7.74,"Long-only, Active"
LU0641007421,Xtrackers II Global Inflation-Linked Bond UCITS ETF 4D - CHF Hedged,Bonds,World,11.34,Long-only
LU1659681313,BNP Paribas Easy MSCI Emerging SRI S-Series PAB 5% Capped UCITS ETF EUR Dis,Equity,Emerging Markets,12.64,Long-only
LU1048317538,UBS ETF (LU) Bloomberg US Liquid Corporates UCITS ETF (hedged to CHF) A-acc,Bonds,,13.7,Long-only
LU0659578842,Xtrackers MSCI Singapore UCITS ETF 1C,Equity,,14.59,Long-only
LU1900069219,Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF EUR Hedged Acc,Commodities,,18.47,Long-only
LU0290357507,Xtrackers Eurozone Government Bond 15-30 UCITS ETF 1C,Bonds,Europe,15.26,Long-only
LU2182388749,Amundi US Treasury Bond 0-1Y UCITS ETF EUR Hedged Acc,Bonds,,7.09,Long-only
LU0476289623,Xtrackers MSCI Indonesia Swap UCITS ETF 1C,Equity,,16.53,Long-only
LU1646361276,Amundi MSCI EMU UCITS ETF Acc,Equity,Europe,17.33,Long-only
IE00BDR5GT91,UBS ETF (IE) Global Gender Equality UCITS ETF USD A-dis,Equity,World,13.71,Long-only
IE00BD34DL14,UBS ETF (IE) S&P 500 UCITS ETF (hedged to GBP) A-dis,Equity,,20.88,Long-only
IE00BDZVHD04,iShares Developed Markets Property Yield UCITS ETF EUR Hedged (Acc),Real Estate,World,17.65,Long-only
IE000WGK3YY5,JPMorgan Europe Research Enhanced Index Equity (ESG) UCITS ETF EUR (dist),Equity,Europe,14.18,"Long-only, Active"
LU0292100046,Xtrackers MSCI Korea UCITS ETF 1C,Equity,,22.69,Long-only
LU1753045845,BNP Paribas Easy MSCI Japan SRI S-Series PAB 5% Capped UCITS ETF EUR Acc,Equity,,17.45,Long-only
IE00BKSBGV72,Fidelity Sustainable Research Enhanced Global Equity UCITS ETF Acc,Equity,World,15.23,"Long-only, Active"
IE00BZ56TQ67,WisdomTree Eurozone Quality Dividend Growth UCITS ETF EUR Acc,Equity,Europe,17.38,Long-only
LU1291098314,BNP Paribas Easy MSCI Emerging SRI S-Series PAB 5% Capped UCITS ETF USD Acc,Equity,Emerging Markets,12.53,Long-only
IE00BFWMQ331,Invesco MSCI Saudi Arabia UCITS UCITS ETF,Equity,,16.76,Long-only
LU0641007009,Xtrackers II Global Inflation-Linked Bond UCITS ETF 2C - USD Hedged,Bonds,World,11.72,Long-only
IE00BMVB5Q68,Vanguard LifeStrategy 60% Equity UCITS ETF Distributing,Equity,World,8.39,"Long-only, Active"
LU1931974429,Amundi Prime Eurozone UCITS ETF DR (D),Equity,Europe,16.44,Long-only
IE00BLLZQ805,iShares Growth Portfolio UCITS ETF EUR (Acc),Equity,World,11.28,"Long-only, Active"
IE00BF0V4615,UBS ETF (IE) Bloomberg Commodity CMCI SF UCITS ETF (hedged to GBP) A-acc,Commodities,,18.98,Long-only
LU1645385839,UBS ETF (LU) J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF (USD) A-dis,Bonds,Emerging Markets,7.55,Long-only
LU1273642816,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-acc,Equity,Europe,16.18,Long-only
LU1681039217,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged USD,Equity,,20.1,Long-only
LU1650492330,Amundi FTSE 100 UCITS ETF EUR Hedged Acc,Equity,,13.3,Long-only
IE00BD6RZT93,WisdomTree US Equity Income UCITS ETF Acc,Equity,,16.17,Long-only
IE00BN7J5Z03,Invesco FTSE All Share ESG Climate UCITS ETF Dist,Equity,,13.81,Long-only
IE00BD0B9B76,iShares Refinitiv Inclusion and Diversity UCITS ETF USD (Acc),Equity,World,12.22,Long-only
IE00BLSNMW37,Invesco Global Buyback Achievers UCITS ETF,Equity,World,14.67,Long-only
IE00BYT5CW92,UBS ETF (IE) CMCI ex-Agriculture SF UCITS ETF (hedged to CHF) A-acc,Commodities,,19.6,Long-only
